"htscsecurityid","mddate","mdtime","event_ts","local_recv_ts","lastpx","highpx","lowpx","openpx","preclosepx","totalvolumetrade","totalvaluetrade","numtrades","buypricequeue","buyorderqtyqueue","sellpricequeue","sellorderqtyqueue","totalbuyqty","totalsellqty","channelno","tradingphasecode"
"000010.SZ",20260123,93421000,"2026-01-23 09:34:21.000","2026-01-23 09:34:21.159779842",3.67,3.7,3.64,3.67,3.68,914500,335.7724,632,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[136800,1078700,168500,106900,97900,71900,106700,24600,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[35200,429700,131900,123300,153000,232400,109500,154500,496400,193300]",2208000,4225600,1014,"3"
"000010.SZ",20260123,93424000,"2026-01-23 09:34:24.000","2026-01-23 09:34:24.169951941",3.67,3.7,3.64,3.67,3.68,921200,338.2313,637,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[137300,1078700,168500,106900,97900,71900,103700,24600,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[28500,429600,131900,123300,153000,232400,109500,154500,496400,193300]",2205500,4218800,1014,"3"
"000010.SZ",20260123,93427000,"2026-01-23 09:34:27.000","2026-01-23 09:34:27.194914158",3.67,3.7,3.64,3.67,3.68,932800,342.4885,640,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[137300,1078700,168500,106900,97900,71900,103700,24600,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[16500,429600,131900,123300,153000,222400,109500,154500,496400,193300]",2205500,4198400,1014,"3"
"000010.SZ",20260123,93430000,"2026-01-23 09:34:30.000","2026-01-23 09:34:30.183258465",3.67,3.7,3.64,3.67,3.68,934400,343.0757,642,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[147700,1078700,149700,106900,97900,71900,103700,24600,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[14900,429600,131900,123300,153000,222400,109500,154500,496400,193300]",2197100,4197000,1014,"3"
"000010.SZ",20260123,93433000,"2026-01-23 09:34:33.000","2026-01-23 09:34:33.160077708",3.67,3.7,3.64,3.67,3.68,936300,343.773,645,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[157600,1078700,149700,106900,97900,71900,103700,24600,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[13000,429600,131900,123300,173000,222400,109500,154500,496400,193300]",2207000,4215100,1014,"3"
"000010.SZ",20260123,93439000,"2026-01-23 09:34:39.000","2026-01-23 09:34:39.160926721",3.67,3.7,3.64,3.67,3.68,936300,343.773,645,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[157600,1078700,149700,106900,97900,71900,103700,24600,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[13000,429300,131900,133300,173000,222400,109500,154500,496400,193300]",2207000,4232500,1014,"3"
"000010.SZ",20260123,93442000,"2026-01-23 09:34:42.000","2026-01-23 09:34:42.208081810",3.67,3.7,3.64,3.67,3.68,936300,343.773,645,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[158400,1078700,150200,106900,97900,71900,103700,24600,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[22900,429300,131900,133300,173000,222400,109500,154500,496400,193300]",2208300,4242400,1014,"3"
"000010.SZ",20260123,93445000,"2026-01-23 09:34:45.000","2026-01-23 09:34:45.160970901",3.67,3.7,3.64,3.67,3.68,936900,343.9932,646,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[150400,1092800,150200,106900,97900,71900,103700,24600,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[22300,426400,131900,133300,173000,222400,109500,154500,496400,193300]",2214400,4238900,1014,"3"
"000010.SZ",20260123,93448000,"2026-01-23 09:34:48.000","2026-01-23 09:34:48.160447410",3.67,3.7,3.64,3.67,3.68,936900,343.9932,646,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[150400,1092800,150200,106900,97900,71900,103700,24600,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[22300,426400,131900,133300,173000,222400,119500,154500,496400,195300]",2214400,4250900,1014,"3"
"000010.SZ",20260123,93451000,"2026-01-23 09:34:51.000","2026-01-23 09:34:51.160103905",3.66,3.7,3.64,3.67,3.68,937800,344.3226,647,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[150400,1092800,170200,106900,97900,71900,103700,24600,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[25900,426400,131900,133300,173000,178400,119500,154500,496400,195300]",2234900,4210500,1014,"3"
"000010.SZ",20260123,93454000,"2026-01-23 09:34:54.000","2026-01-23 09:34:54.255149269",3.66,3.7,3.64,3.67,3.68,939400,344.9082,649,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[148800,1092800,170200,106900,97900,71900,103700,24600,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[25900,426400,131900,133300,173000,178400,119500,154500,496400,195300]",2233300,4210500,1014,"3"
"000010.SZ",20260123,93457000,"2026-01-23 09:34:57.000","2026-01-23 09:34:57.159923388",3.66,3.7,3.64,3.67,3.68,939400,344.9082,649,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[148800,1092800,170200,106900,97900,71900,103700,24600,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[31400,426400,131900,133300,173000,178400,119500,154500,496400,195300]",2233300,4216000,1014,"3"
"000010.SZ",20260123,93500000,"2026-01-23 09:35:00.000","2026-01-23 09:35:00.266111085",3.66,3.7,3.64,3.67,3.68,941900,345.8232,650,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[146300,1092800,166200,106900,97900,71900,103700,24600,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[31400,426400,131900,133300,173000,178400,119500,154500,496400,195300]",2226800,4216000,1014,"3"
"000010.SZ",20260123,93503000,"2026-01-23 09:35:03.000","2026-01-23 09:35:03.160246146",3.66,3.7,3.64,3.67,3.68,941900,345.8232,650,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[146400,1092800,166200,106900,97900,71900,103700,24600,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[35300,426400,151900,133300,173000,178400,119500,154500,496400,195300]",2227400,4239900,1014,"3"
"000010.SZ",20260123,93506000,"2026-01-23 09:35:06.000","2026-01-23 09:35:06.159127078",3.66,3.7,3.64,3.67,3.68,942100,345.8964,652,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[146600,1092800,166200,106900,97900,71900,103700,24600,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[36900,426400,151900,133300,173000,180200,119500,154500,496400,195300]",2227600,4243300,1014,"3"
"000010.SZ",20260123,93509000,"2026-01-23 09:35:09.000","2026-01-23 09:35:09.309804803",3.66,3.7,3.64,3.67,3.68,942100,345.8964,652,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[146600,1092800,166200,106900,107900,71900,103700,24600,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[36900,426400,151900,133300,173000,180200,119500,154500,496400,195300]",2237600,4243300,1014,"3"
"000010.SZ",20260123,93512000,"2026-01-23 09:35:12.000","2026-01-23 09:35:12.166400017",3.66,3.7,3.64,3.67,3.68,942100,345.8964,652,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[271900,1092800,166200,106900,107900,71900,103700,24600,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[56900,426400,151900,133300,173000,180200,119500,154500,496400,195300]",2362900,4288200,1014,"3"
"000010.SZ",20260123,93515000,"2026-01-23 09:35:15.000","2026-01-23 09:35:15.284379075",3.66,3.7,3.64,3.67,3.68,942300,345.9696,653,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[286500,1092800,166200,106900,107900,71900,103700,24600,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[56900,426400,151900,133300,173000,180200,119500,154500,496400,195300]",2377500,4288200,1014,"3"
"000010.SZ",20260123,93518000,"2026-01-23 09:35:18.000","2026-01-23 09:35:18.259193711",3.66,3.7,3.64,3.67,3.68,942300,345.9696,653,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[286500,1092800,166200,106900,107900,71900,103700,24600,59900,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[56900,432400,151900,133300,173000,180200,119500,154500,496400,195300]",2377500,4294200,1014,"3"
"000010.SZ",20260123,93521000,"2026-01-23 09:35:21.000","2026-01-23 09:35:21.186234443",3.66,3.7,3.64,3.67,3.68,943100,346.2624,654,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[308100,1092800,165400,106900,107900,71900,103700,24600,35500,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[58400,432400,151900,133300,173000,180200,119500,154500,496400,195300]",2373900,4220300,1014,"3"
"000010.SZ",20260123,93524000,"2026-01-23 09:35:24.000","2026-01-23 09:35:24.167725642",3.66,3.7,3.64,3.67,3.68,943100,346.2624,654,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[308300,1092800,165400,106900,107900,71900,103700,24600,35500,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[58900,432300,168100,133300,173000,180200,119500,154500,496400,195300]",2374100,4233900,1014,"3"
"000010.SZ",20260123,93527000,"2026-01-23 09:35:27.000","2026-01-23 09:35:27.160171478",3.66,3.7,3.64,3.67,3.68,943700,346.482,656,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[318100,1092800,165400,106900,107900,71900,103700,24600,35500,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[58900,435400,168100,133300,173000,180200,119700,154500,496400,195300]",2393900,4237200,1014,"3"
"000010.SZ",20260123,93530000,"2026-01-23 09:35:30.000","2026-01-23 09:35:30.159779190",3.67,3.7,3.64,3.67,3.68,947100,347.7295,685,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[317800,1092800,165400,106900,107900,71900,103700,24600,35500,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[83800,435400,168100,133300,173000,180200,119700,154500,496400,195300]",2393600,4266100,1014,"3"
"000010.SZ",20260123,93533000,"2026-01-23 09:35:33.000","2026-01-23 09:35:33.159864207",3.66,3.7,3.64,3.67,3.68,947500,347.8759,686,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[318900,1092800,165400,106900,107900,71900,103700,24600,35500,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[83800,435400,168100,133300,173000,180200,119700,154500,496400,195300]",2394700,4266500,1014,"3"
"000010.SZ",20260123,93536000,"2026-01-23 09:35:36.000","2026-01-23 09:35:36.159503841",3.66,3.7,3.64,3.67,3.68,957500,351.536,689,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[309300,1092800,165400,111900,107900,71900,103700,24600,35500,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[85700,435400,168100,133300,173000,180200,119700,154500,496400,195300]",2390100,4268400,1014,"3"
"000010.SZ",20260123,93539000,"2026-01-23 09:35:39.000","2026-01-23 09:35:39.159986439",3.66,3.7,3.64,3.67,3.68,957500,351.536,689,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[309300,1092800,165400,111900,107900,71900,104700,24600,35500,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[87500,435400,168100,133300,173000,180200,119700,154500,497400,195300]",2391100,4271200,1014,"3"
"000010.SZ",20260123,93542000,"2026-01-23 09:35:42.000","2026-01-23 09:35:42.290934373",3.66,3.7,3.64,3.67,3.68,968500,355.562,694,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[392500,1092800,165400,111900,107900,71900,104700,24600,35500,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[87500,432300,163100,130800,173000,180200,119700,154500,497400,222900]",2474300,4288200,1014,"3"
"000010.SZ",20260123,93545000,"2026-01-23 09:35:45.000","2026-01-23 09:35:45.167948638",3.67,3.7,3.64,3.67,3.68,969600,355.9657,702,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[415100,1092800,165400,111900,107900,79900,104700,24600,35500,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[86800,432300,163100,130800,173000,180200,119700,154500,507400,222900]",2504900,4298500,1014,"3"
"000010.SZ",20260123,93548000,"2026-01-23 09:35:48.000","2026-01-23 09:35:48.209244157",3.66,3.7,3.64,3.67,3.68,978100,359.0775,709,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[407500,1092800,165400,111900,107900,79900,104700,24600,35500,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[86000,432300,163100,131800,173000,180200,119700,154500,507400,222900]",2497300,4302000,1014,"3"
"000010.SZ",20260123,93551000,"2026-01-23 09:35:51.000","2026-01-23 09:35:51.318321909",3.66,3.7,3.64,3.67,3.68,1046600,384.1485,713,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[339000,1092800,165400,111900,108700,79900,104700,24600,35500,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[96000,432300,163100,131800,173000,180200,119700,154500,507400,222900]",2429600,4312000,1014,"3"
"000010.SZ",20260123,93554000,"2026-01-23 09:35:54.000","2026-01-23 09:35:54.159635470",3.67,3.7,3.64,3.67,3.68,1047100,384.332,714,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[339000,1092800,165400,111900,108700,79900,104700,24600,35500,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[95400,432300,163100,131800,173000,180200,119700,154500,507400,222900]",2429600,4311400,1014,"3"
"000010.SZ",20260123,93557000,"2026-01-23 09:35:57.000","2026-01-23 09:35:57.242298617",3.67,3.7,3.64,3.67,3.68,1047100,384.332,714,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[339100,1089800,165400,111900,108700,79900,104700,24600,37800,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[93400,432300,163100,131800,173000,180200,119700,154500,507600,222900]",2429000,4309600,1014,"3"
"000010.SZ",20260123,93600000,"2026-01-23 09:36:00.000","2026-01-23 09:36:00.181306166",3.67,3.7,3.64,3.67,3.68,1047100,384.332,714,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[339100,1089800,165400,111900,108700,79900,104700,24600,37800,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[93700,432300,163100,131800,179000,180200,132700,154500,507600,222900]",2429000,4328900,1014,"3"
"000010.SZ",20260123,93603000,"2026-01-23 09:36:03.000","2026-01-23 09:36:03.244859229",3.67,3.7,3.64,3.67,3.68,1047100,384.332,714,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[341300,1089800,165400,111900,108700,79900,104700,24600,37800,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[93700,432300,163100,131800,179000,180200,132700,154500,507600,222900]",2431200,4328900,1014,"3"
"000010.SZ",20260123,93606000,"2026-01-23 09:36:06.000","2026-01-23 09:36:06.160660607",3.67,3.7,3.64,3.67,3.68,1047100,384.332,714,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[341300,1089800,165400,111900,108700,79900,104700,24600,40800,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[93700,432300,163100,131800,179000,180200,132700,154500,507600,222900]",2434200,4329500,1014,"3"
"000010.SZ",20260123,93609000,"2026-01-23 09:36:09.000","2026-01-23 09:36:09.220228175",3.67,3.7,3.64,3.67,3.68,1047100,384.332,714,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[341500,1089800,169800,111900,108700,79900,105000,24600,40800,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[93700,432300,163100,131800,181000,179700,132700,154500,507600,222900]",2439100,4331000,1014,"3"
"000010.SZ",20260123,93612000,"2026-01-23 09:36:12.000","2026-01-23 09:36:12.159678197",3.67,3.7,3.64,3.67,3.68,1047100,384.332,714,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[341700,1089800,169800,111900,108700,79900,105000,24600,40800,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[93700,39700,163100,131800,181000,179700,132700,154500,507600,222900]",2439300,3938400,1014,"3"
"000010.SZ",20260123,93615000,"2026-01-23 09:36:15.000","2026-01-23 09:36:15.192603054",3.67,3.7,3.64,3.67,3.68,1047100,384.332,714,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[342700,1089800,169800,118900,108700,79900,105000,24600,40800,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[93700,39700,163100,131800,181000,179700,132700,154500,507600,222900]",2447300,3938400,1014,"3"
"000010.SZ",20260123,93618000,"2026-01-23 09:36:18.000","2026-01-23 09:36:18.158800060",3.67,3.7,3.64,3.67,3.68,1047100,384.332,714,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[342700,1089800,169800,118900,108700,79900,105000,24600,40800,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[93700,39700,163100,129200,181000,179700,132700,154500,507600,222900]",2447300,3935800,1014,"3"
"000010.SZ",20260123,93621000,"2026-01-23 09:36:21.000","2026-01-23 09:36:21.165097327",3.66,3.7,3.64,3.67,3.68,1047900,384.6248,715,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[341900,1089800,169800,118900,108700,79900,105000,24600,41100,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[93700,39700,163100,129200,181000,179700,132700,154500,507600,222900]",2447000,3935800,1014,"3"
"000010.SZ",20260123,93624000,"2026-01-23 09:36:24.000","2026-01-23 09:36:24.242042418",3.66,3.7,3.64,3.67,3.68,1049900,385.3568,717,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[339900,1089800,181800,118900,137400,79900,105000,24600,41100,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[93700,39700,163100,129200,181000,179700,132700,154500,507600,223300]",2485700,3936200,1014,"3"
"000010.SZ",20260123,93627000,"2026-01-23 09:36:27.000","2026-01-23 09:36:27.185836575",3.66,3.7,3.64,3.67,3.68,1443000,529.2314,786,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[1600,1093900,181800,118900,137400,79900,105000,24600,41100,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[103700,39700,163100,129200,181000,179700,132700,154500,507600,223300]",2151500,3946200,1014,"3"
"000010.SZ",20260123,93630000,"2026-01-23 09:36:30.000","2026-01-23 09:36:30.173362898",3.66,3.7,3.64,3.67,3.68,1443000,529.2314,786,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[2200,1093900,181800,118900,137400,79900,105000,24600,41100,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[103700,39700,163100,124200,181000,179700,132700,154500,507600,223300]",2152100,3941200,1014,"3"
"000010.SZ",20260123,93633000,"2026-01-23 09:36:33.000","2026-01-23 09:36:33.253154972",3.66,3.7,3.64,3.67,3.68,1446000,530.3294,803,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[1500,1093900,181800,118900,139400,79900,105000,24600,41100,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[103700,39700,163100,124200,181000,179700,132700,154500,507600,223300]",2153500,3943200,1014,"3"
"000010.SZ",20260123,93636000,"2026-01-23 09:36:36.000","2026-01-23 09:36:36.197201987",3.66,3.7,3.64,3.67,3.68,1451900,532.4888,809,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[6300,1093900,181800,118900,139400,79900,103000,24600,41100,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[103700,39700,163100,124200,181000,179700,132700,154500,507600,235800]",2156300,3955700,1014,"3"
"000010.SZ",20260123,93639000,"2026-01-23 09:36:39.000","2026-01-23 09:36:39.159813119",3.66,3.7,3.64,3.67,3.68,1462700,536.4416,817,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[1400,1094000,181800,118900,139400,79900,103500,24600,41100,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[103700,39700,163100,124200,181000,179700,132700,154500,507600,235800]",2152000,3978300,1014,"3"
"000010.SZ",20260123,93642000,"2026-01-23 09:36:42.000","2026-01-23 09:36:42.204006702",3.66,3.7,3.64,3.67,3.68,1462700,536.4416,817,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[1400,1094000,181800,118900,139400,79900,103500,24600,41100,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[103700,44700,163100,124200,181000,179700,132700,154500,507600,235800]",2152000,3983300,1014,"3"
"000010.SZ",20260123,93645000,"2026-01-23 09:36:45.000","2026-01-23 09:36:45.162276679",3.66,3.7,3.64,3.67,3.68,1469700,539.0036,822,"[3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57,3.56]","[1094000,185900,118900,141400,79900,103500,24600,41100,14200,44400]","[3.66,3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75]","[3200,103800,44700,151900,124200,181000,179700,132700,154500,507600]",2153900,3975400,1014,"3"
"000010.SZ",20260123,93648000,"2026-01-23 09:36:48.000","2026-01-23 09:36:48.159748070",3.66,3.7,3.64,3.67,3.68,1469700,539.0036,822,"[3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57,3.56]","[1094000,185900,118900,141400,79900,103500,24600,41100,14200,44400]","[3.66,3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75]","[3700,103800,44700,151900,124200,181000,179700,132700,154500,607600]",2153900,4075900,1014,"3"
"000010.SZ",20260123,93651000,"2026-01-23 09:36:51.000","2026-01-23 09:36:51.171618068",3.66,3.7,3.64,3.67,3.68,1469700,539.0036,822,"[3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57,3.56]","[1094000,186100,118900,141400,79900,103500,24600,41100,14200,44400]","[3.66,3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75]","[3700,103700,53000,101900,124200,181000,179700,132700,154500,611600]",2154100,4038100,1014,"3"
"000010.SZ",20260123,93654000,"2026-01-23 09:36:54.000","2026-01-23 09:36:54.180252952",3.66,3.7,3.64,3.67,3.68,1469700,539.0036,822,"[3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57,3.56]","[1096200,185600,118900,141400,79900,103500,24600,41100,14200,44400]","[3.66,3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75]","[3700,103700,53000,104500,124200,181000,179700,132700,154500,611600]",2155800,4040700,1014,"3"
"000010.SZ",20260123,93657000,"2026-01-23 09:36:57.000","2026-01-23 09:36:57.171202614",3.66,3.7,3.64,3.67,3.68,1469700,539.0036,822,"[3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57,3.56]","[1096200,186600,118900,141400,79900,103500,24600,41100,14200,44400]","[3.66,3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75]","[3700,103700,53000,104500,124200,181000,179700,132700,154500,611600]",2156800,4040700,1014,"3"
"000010.SZ",20260123,93700000,"2026-01-23 09:37:00.000","2026-01-23 09:37:00.204524303",3.66,3.7,3.64,3.67,3.68,1469700,539.0036,822,"[3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57,3.56]","[1096200,186600,118900,141400,79900,103500,24600,41100,14200,44400]","[3.66,3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75]","[4000,103700,50000,104500,124200,181000,179700,132700,154500,611600]",2156800,4038000,1014,"3"
"000010.SZ",20260123,93703000,"2026-01-23 09:37:03.000","2026-01-23 09:37:03.280279400",3.66,3.7,3.64,3.67,3.68,1473800,540.5042,831,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[77500,1080800,186600,118900,141400,79900,103500,24600,41600,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[103700,50000,104500,124200,181000,179700,132700,154500,611600,235800]",2219400,4034000,1014,"3"
"000010.SZ",20260123,93706000,"2026-01-23 09:37:06.000","2026-01-23 09:37:06.169951651",3.66,3.7,3.64,3.67,3.68,1476800,541.6022,832,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[79100,1080800,186600,119800,141400,79900,103500,24600,41600,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[103700,50000,104500,124200,181000,179700,132700,154500,611600,235800]",2221900,4034000,1014,"3"
"000010.SZ",20260123,93709000,"2026-01-23 09:37:09.000","2026-01-23 09:37:09.165219278",3.66,3.7,3.64,3.67,3.68,1546600,567.149,860,"[3.66,3.65,3.64,3.63,3.62,3.61,3.6,3.59,3.58,3.57]","[9300,1080800,186600,127800,142000,79900,103500,24600,41600,14200]","[3.67,3.68,3.69,3.7,3.71,3.72,3.73,3.74,3.75,3.76]","[103700,50000,104500,124200,181000,179700,132700,154500,611600,235800]",2160700,4036100,1014,"3"
